A1,A2,A3,A4,A5,C1,C2,C3,C4,C5,E1,E2,E3,E4,E5,N1,N2,N3,N4,N5,O1,O2,O3,O4,O5,gender,education,age
1.0,5.0,6.0,5.0,6.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,5.0,2.0,6.0,5.0,6.0,6.0,6.0,6.0,1,6.0,6.0,1.0,2,5.0,32
1.0,6.0,6.0,5.0,6.0,5.0,5.0,5.0,2.0,4.0,1.0,1.0,6.0,6.0,5.0,2.0,3.0,4.0,3.0,2.0,4.0,1,6.0,4.0,1.0,2,3.0,29
6.0,6.0,1.0,6.0,5.0,2.0,3.0,4.0,3.0,1.0,1.0,2.0,6.0,1.0,6.0,3.0,4.0,3.0,1.0,2.0,6.0,1,6.0,6.0,1.0,2,4.0,31
3.0,6.0,6.0,5.0,6.0,5.0,6.0,1.0,3.0,6.0,3.0,2.0,6.0,6.0,6.0,3.0,6.0,1.0,5.0,1.0,6.0,1,6.0,6.0,1.0,1,2.0,21
2.0,6.0,6.0,5.0,5.0,5.0,5.0,4.0,2.0,2.0,2.0,2.0,5.0,5.0,6.0,1.0,2.0,2.0,2.0,1.0,6.0,2,5.0,5.0,1.0,2,2.0,27
4.0,2.0,5.0,6.0,1.0,6.0,2.0,1.0,4.0,6.0,1.0,2.0,4.0,5.0,4.0,6.0,6.0,6.0,1.0,5.0,5.0,6,3.0,5.0,4.0,2,3.0,23
1.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,5.0,2,5.0,6.0,1.0,2,3.0,20
2.0,6.0,4.0,1.0,5.0,5.0,4.0,3.0,2.0,4.0,4.0,5.0,3.0,4.0,4.0,2.0,5.0,3.0,2.0,3.0,5.0,5,3.0,2.0,4.0,2,2.0,57
4.0,5.0,4.0,2.0,6.0,6.0,6.0,6.0,2.0,2.0,5.0,2.0,5.0,4.0,5.0,2.0,3.0,4.0,5.0,4.0,6.0,1,6.0,6.0,3.0,2,2.0,38
1.0,3.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,6.0,5.0,3.0,1.0,4.0,2.0,5.0,4.0,5.0,2,6.0,5.0,1.0,2,2.0,18
2.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,6.0,4.0,5.0,4.0,6.0,6.0,6.0,6.0,6.0,4.0,5,5.0,4.0,4.0,1,2.0,23
1.0,6.0,4.0,4.0,5.0,5.0,5.0,6.0,2.0,1.0,4.0,2.0,4.0,6.0,4.0,2.0,5.0,5.0,3.0,1.0,4.0,4,4.0,6.0,3.0,2,3.0,34
1.0,4.0,3.0,6.0,5.0,5.0,4.0,2.0,4.0,5.0,5.0,5.0,1.0,1.0,5.0,6.0,5.0,5.0,6.0,4.0,6.0,3,4.0,6.0,1.0,1,4.0,67
4.0,6.0,4.0,5.0,5.0,5.0,4.0,2.0,2.0,6.0,1.0,1.0,5.0,6.0,6.0,4.0,5.0,6.0,3.0,5.0,5.0,4,4.0,5.0,4.0,2,3.0,30
2.0,5.0,3.0,4.0,4.0,5.0,5.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,6.0,4.0,4.0,3.0,4.0,3.0,6.0,2,6.0,5.0,1.0,2,5.0,31
1.0,5.0,2.0,4.0,2.0,6.0,4.0,5.0,1.0,2.0,5.0,6.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,4.0,6.0,2,5.0,6.0,1.0,1,4.0,54
2.0,4.0,3.0,5.0,4.0,4.0,4.0,6.0,2.0,1.0,5.0,2.0,4.0,5.0,4.0,1.0,2.0,1.0,2.0,1.0,5.0,2,5.0,2.0,5.0,1,5.0,32
2.0,5.0,6.0,6.0,5.0,6.0,5.0,3.0,1.0,5.0,3.0,1.0,5.0,6.0,,3.0,6.0,4.0,2.0,3.0,5.0,1,4.0,5.0,1.0,2,3.0,47
2.0,4.0,4.0,4.0,2.0,6.0,6.0,5.0,1.0,2.0,2.0,1.0,4.0,5.0,5.0,2.0,3.0,5.0,6.0,2.0,6.0,4,4.0,6.0,1.0,2,3.0,20
4.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,5.0,6.0,6.0,6.0,4.0,1.0,1.0,6.0,6.0,4.0,6.0,6.0,5.0,3,1.0,6.0,4.0,2,1.0,20
2.0,5.0,6.0,5.0,6.0,6.0,5.0,6.0,1.0,1.0,2.0,1.0,4.0,5.0,6.0,5.0,5.0,5.0,2.0,3.0,6.0,2,5.0,5.0,1.0,2,3.0,34
3.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,2.0,5.0,2.0,4.0,2.0,5.0,6.0,5.0,6.0,4.0,3.0,3.0,5.0,1,5.0,6.0,2.0,2,,14
3.0,3.0,2.0,5.0,2.0,5.0,5.0,1.0,4.0,6.0,3.0,5.0,5.0,4.0,5.0,6.0,6.0,6.0,5.0,,6.0,3,4.0,6.0,4.0,2,2.0,32
4.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,3.0,2.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,3.0,4.0,1.0,6.0,1,6.0,5.0,1.0,1,3.0,27
4.0,4.0,5.0,2.0,6.0,5.0,2.0,4.0,3.0,6.0,5.0,6.0,5.0,2.0,5.0,6.0,6.0,5.0,4.0,4.0,5.0,3,5.0,6.0,1.0,1,3.0,19
4.0,4.0,5.0,1.0,5.0,3.0,5.0,2.0,2.0,5.0,1.0,2.0,5.0,5.0,4.0,1.0,2.0,4.0,1.0,2.0,4.0,5,3.0,4.0,,2,3.0,20
1.0,4.0,5.0,6.0,4.0,4.0,5.0,5.0,2.0,6.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,1.0,2.0,1.0,5.0,3,4.0,5.0,3.0,1,3.0,21
5.0,2.0,4.0,3.0,3.0,2.0,1.0,4.0,4.0,3.0,2.0,2.0,4.0,5.0,3.0,4.0,4.0,6.0,2.0,1.0,4.0,1,5.0,4.0,2.0,2,3.0,23
3.0,5.0,2.0,4.0,5.0,5.0,4.0,5.0,3.0,2.0,4.0,5.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,6.0,2,5.0,5.0,1.0,1,4.0,42
1.0,6.0,5.0,6.0,4.0,4.0,3.0,2.0,4.0,5.0,1.0,2.0,5.0,6.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4,5.0,5.0,2.0,2,3.0,27
2.0,6.0,5.0,3.0,5.0,5.0,2.0,3.0,6.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,6,5.0,5.0,5.0,1,3.0,19
3.0,5.0,4.0,6.0,5.0,5.0,5.0,3.0,2.0,4.0,3.0,3.0,4.0,6.0,4.0,6.0,6.0,4.0,3.0,3.0,5.0,2,4.0,6.0,3.0,2,3.0,21
1.0,6.0,6.0,5.0,5.0,,5.0,5.0,3.0,4.0,5.0,4.0,5.0,2.0,3.0,2.0,4.0,2.0,2.0,5.0,4.0,4,5.0,6.0,3.0,2,5.0,47
1.0,5.0,5.0,6.0,5.0,4.0,5.0,2.0,3.0,4.0,5.0,4.0,2.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,2,2.0,5.0,4.0,2,5.0,58
1.0,5.0,3.0,4.0,4.0,6.0,6.0,6.0,1.0,6.0,1.0,6.0,3.0,1.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,3,5.0,6.0,4.0,2,3.0,20
3.0,4.0,5.0,6.0,3.0,6.0,6.0,5.0,1.0,2.0,3.0,1.0,5.0,5.0,5.0,2.0,2.0,2.0,1.0,1.0,6.0,2,5.0,2.0,1.0,1,3.0,29
3.0,6.0,6.0,3.0,6.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,5.0,4.0,5.0,4.0,5.0,5.0,2.0,2.0,4.0,4,5.0,5.0,2.0,2,3.0,18
4.0,5.0,2.0,1.0,4.0,5.0,2.0,2.0,3.0,6.0,2.0,3.0,4.0,5.0,5.0,4.0,5.0,2.0,4.0,6.0,5.0,1,5.0,2.0,2.0,2,1.0,18
5.0,6.0,5.0,3.0,6.0,5.0,6.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,6.0,1.0,2.0,1.0,3.0,4.0,5.0,5,3.0,4.0,4.0,2,2.0,21
1.0,6.0,5.0,6.0,6.0,6.0,5.0,5.0,2.0,5.0,4.0,2.0,5.0,6.0,5.0,4.0,5.0,4.0,4.0,6.0,6.0,3,6.0,6.0,2.0,2,5.0,36
4.0,4.0,5.0,2.0,5.0,5.0,6.0,4.0,3.0,2.0,3.0,2.0,5.0,5.0,5.0,2.0,4.0,4.0,3.0,2.0,5.0,3,4.0,4.0,3.0,2,3.0,18
1.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,4.0,2.0,1.0,5.0,6.0,5.0,2.0,4.0,1.0,1.0,1.0,5.0,5,6.0,6.0,2.0,2,5.0,53
4.0,5.0,6.0,5.0,6.0,3.0,2.0,2.0,3.0,6.0,6.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,2.0,4.0,6,1.0,6.0,6.0,1,4.0,23
4.0,3.0,3.0,2.0,2.0,4.0,3.0,5.0,2.0,2.0,5.0,5.0,2.0,3.0,3.0,2.0,5.0,6.0,3.0,5.0,2.0,4,2.0,3.0,5.0,2,3.0,19
6.0,4.0,5.0,6.0,5.0,4.0,6.0,6.0,5.0,4.0,1.0,2.0,1.0,5.0,4.0,5.0,6.0,5.0,2.0,4.0,6.0,5,5.0,5.0,3.0,1,3.0,22
6.0,,6.0,4.0,5.0,6.0,4.0,5.0,6.0,3.0,4.0,4.0,6.0,6.0,3.0,6.0,4.0,6.0,2.0,5.0,4.0,4,3.0,6.0,5.0,2,2.0,19
1.0,5.0,5.0,4.0,6.0,6.0,6.0,5.0,2.0,1.0,4.0,1.0,5.0,5.0,5.0,1.0,1.0,3.0,3.0,3.0,6.0,1,6.0,5.0,2.0,2,3.0,20
3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,2.0,4.0,3,6.0,6.0,2.0,2,4.0,24
1.0,6.0,4.0,3.0,5.0,4.0,5.0,4.0,2.0,5.0,2.0,2.0,4.0,5.0,4.0,2.0,3.0,4.0,2.0,2.0,4.0,1,5.0,4.0,2.0,2,2.0,23
5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5.0,5.0,5.0,1,3.0,20
1.0,6.0,6.0,3.0,6.0,6.0,5.0,5.0,2.0,5.0,2.0,2.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,4.0,2,4.0,6.0,1.0,2,4.0,33
5.0,6.0,6.0,1.0,6.0,5.0,6.0,5.0,,6.0,1.0,5.0,5.0,5.0,5.0,2.0,3.0,6.0,6.0,4.0,6.0,2,5.0,6.0,2.0,1,1.0,16
1.0,6.0,6.0,6.0,6.0,5.0,5.0,3.0,5.0,5.0,5.0,2.0,4.0,5.0,6.0,2.0,2.0,5.0,2.0,1.0,5.0,3,5.0,6.0,2.0,1,1.0,17
1.0,4.0,3.0,3.0,4.0,5.0,4.0,5.0,2.0,4.0,2.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,4.0,1.0,6.0,2,6.0,6.0,1.0,2,3.0,21
1.0,6.0,6.0,1.0,1.0,5.0,6.0,6.0,4.0,6.0,1.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6,4.0,6.0,1.0,2,5.0,31
3.0,4.0,4.0,4.0,4.0,6.0,5.0,4.0,1.0,1.0,3.0,4.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,2,5.0,4.0,2.0,2,2.0,57
1.0,6.0,6.0,6.0,6.0,5.0,6.0,2.0,5.0,2.0,5.0,2.0,5.0,6.0,6.0,2.0,5.0,4.0,4.0,4.0,5.0,2,6.0,6.0,2.0,2,3.0,20
6.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,3.0,6.0,5.0,6.0,6.0,5.0,6.0,4.0,5.0,5.0,5.0,6,5.0,6.0,2.0,2,2.0,19
6.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0,5.0,1.0,3.0,6.0,5.0,6.0,6.0,5.0,1.0,4.0,5.0,5.0,5.0,1,5.0,6.0,2.0,2,2.0,19
6.0,2.0,5.0,6.0,6.0,5.0,6.0,3.0,5.0,1.0,3.0,6.0,5.0,6.0,2.0,5.0,1.0,4.0,5.0,5.0,5.0,1,5.0,6.0,2.0,2,2.0,19
6.0,2.0,5.0,6.0,6.0,5.0,6.0,6.0,1.0,1.0,3.0,6.0,5.0,6.0,2.0,1.0,1.0,4.0,2.0,5.0,5.0,1,5.0,6.0,2.0,2,2.0,19
6.0,2.0,5.0,6.0,6.0,5.0,4.0,6.0,1.0,1.0,3.0,6.0,5.0,6.0,2.0,1.0,1.0,4.0,2.0,5.0,5.0,1,5.0,6.0,2.0,2,2.0,19
6.0,2.0,5.0,6.0,6.0,5.0,4.0,6.0,1.0,1.0,3.0,6.0,5.0,6.0,2.0,1.0,1.0,4.0,2.0,3.0,5.0,1,3.0,6.0,2.0,2,2.0,19
6.0,2.0,5.0,6.0,6.0,5.0,4.0,6.0,1.0,1.0,3.0,6.0,5.0,6.0,2.0,1.0,1.0,4.0,2.0,6.0,5.0,1,6.0,6.0,2.0,2,2.0,19
6.0,2.0,5.0,6.0,6.0,5.0,4.0,6.0,1.0,1.0,3.0,6.0,5.0,6.0,2.0,1.0,1.0,1.0,2.0,6.0,5.0,1,6.0,1.0,2.0,2,2.0,19
6.0,2.0,5.0,6.0,6.0,5.0,4.0,6.0,1.0,1.0,3.0,6.0,5.0,6.0,2.0,1.0,1.0,6.0,2.0,6.0,5.0,1,6.0,6.0,2.0,2,2.0,19
6.0,2.0,5.0,6.0,6.0,5.0,4.0,6.0,1.0,1.0,3.0,1.0,5.0,6.0,2.0,1.0,1.0,6.0,2.0,6.0,5.0,1,6.0,6.0,2.0,2,2.0,19
3.0,4.0,4.0,1.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0,3.0,3.0,3.0,5.0,1.0,2.0,2.0,2.0,3.0,4.0,3,2.0,2.0,5.0,2,3.0,19
1.0,5.0,1.0,6.0,2.0,5.0,5.0,5.0,3.0,5.0,4.0,6.0,1.0,3.0,4.0,5.0,5.0,6.0,5.0,5.0,4.0,3,5.0,5.0,5.0,1,5.0,42
2.0,5.0,5.0,5.0,2.0,5.0,6.0,5.0,4.0,4.0,1.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,4,6.0,2.0,6.0,2,5.0,46
2.0,5.0,5.0,6.0,5.0,5.0,6.0,6.0,4.0,2.0,1.0,3.0,3.0,5.0,6.0,5.0,4.0,5.0,3.0,6.0,6.0,4,,6.0,2.0,2,2.0,20
2.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,2.0,4.0,4.0,4,4.0,4.0,3.0,2,3.0,20
4.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,4.0,2.0,4.0,4.0,2.0,5.0,5.0,5.0,5.0,6.0,2.0,4.0,2,5.0,5.0,4.0,2,4.0,20
1.0,1.0,4.0,6.0,6.0,6.0,6.0,4.0,1.0,1.0,5.0,2.0,,6.0,5.0,1.0,2.0,4.0,1.0,1.0,4.0,1,4.0,1.0,3.0,2,3.0,21
3.0,6.0,5.0,6.0,6.0,6.0,5.0,5.0,1.0,2.0,3.0,2.0,5.0,5.0,6.0,1.0,2.0,1.0,1.0,2.0,6.0,3,4.0,4.0,2.0,1,2.0,25
4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,2.0,3.0,2.0,4.0,4.0,5.0,5.0,2.0,2.0,5.0,4.0,3.0,4.0,5,4.0,5.0,2.0,2,2.0,19
1.0,6.0,6.0,4.0,5.0,3.0,2.0,5.0,4.0,2.0,1.0,2.0,5.0,3.0,6.0,1.0,1.0,2.0,,2.0,5.0,2,6.0,6.0,1.0,2,5.0,52
5.0,5.0,,5.0,4.0,5.0,5.0,5.0,2.0,5.0,5.0,4.0,1.0,4.0,6.0,2.0,4.0,2.0,2.0,2.0,3.0,4,4.0,4.0,2.0,1,3.0,20
4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,1.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,4.0,3,5.0,6.0,4.0,2,3.0,19
2.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,1.0,1.0,3.0,2.0,5.0,5.0,6.0,1.0,1.0,1.0,2.0,2.0,6.0,4,4.0,4.0,5.0,1,3.0,34
5.0,4.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,2.0,6.0,4.0,4.0,4.0,2.0,2.0,4.0,1.0,4.0,2.0,6.0,1,4.0,6.0,1.0,1,3.0,29
4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,2.0,5.0,2.0,2.0,5.0,4.0,5.0,2.0,1.0,2.0,2.0,2.0,3.0,3,3.0,2.0,2.0,2,2.0,36
4.0,1.0,5.0,2.0,5.0,6.0,5.0,2.0,2.0,3.0,6.0,4.0,5.0,3.0,3.0,4.0,5.0,4.0,5.0,2.0,6.0,1,6.0,6.0,2.0,1,1.0,18
3.0,5.0,3.0,6.0,4.0,4.0,3.0,2.0,2.0,5.0,2.0,4.0,3.0,3.0,2.0,1.0,1.0,5.0,4.0,2.0,4.0,3,2.0,3.0,3.0,1,3.0,25
3.0,5.0,1.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,5.0,3.0,5.0,3.0,2,4.0,4.0,4.0,2,3.0,30
2.0,4.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,2.0,2.0,6.0,5.0,6.0,3.0,2.0,3.0,2.0,2.0,6.0,2,5.0,5.0,2.0,1,5.0,32
2.0,4.0,4.0,6.0,4.0,5.0,6.0,1.0,4.0,6.0,4.0,4.0,1.0,4.0,4.0,6.0,6.0,5.0,5.0,3.0,2.0,5,6.0,6.0,4.0,2,3.0,32
3.0,2.0,2.0,2.0,4.0,5.0,5.0,5.0,3.0,2.0,2.0,2.0,5.0,5.0,5.0,2.0,3.0,2.0,3.0,1.0,6.0,2,5.0,6.0,2.0,2,1.0,16
5.0,3.0,1.0,1.0,3.0,5.0,2.0,5.0,3.0,5.0,3.0,5.0,4.0,3.0,4.0,4.0,5.0,2.0,3.0,4.0,3.0,3,3.0,6.0,3.0,2,3.0,19
1.0,6.0,4.0,6.0,4.0,6.0,6.0,5.0,2.0,1.0,1.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,6.0,1,6.0,6.0,3.0,1,5.0,29
1.0,5.0,5.0,6.0,3.0,5.0,4.0,2.0,2.0,,1.0,4.0,4.0,5.0,4.0,3.0,5.0,3.0,2.0,2.0,4.0,1,6.0,6.0,1.0,2,4.0,30
2.0,5.0,4.0,6.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,2.0,2.0,2.0,4.0,3.0,3.0,3,4.0,5.0,4.0,2,3.0,27
2.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,2.0,2.0,4.0,5.0,4.0,3.0,5.0,6.0,2.0,6.0,1,6.0,6.0,1.0,2,5.0,41
3.0,4.0,3.0,1.0,3.0,4.0,3.0,4.0,3.0,4.0,1.0,3.0,4.0,1.0,5.0,4.0,4.0,3.0,4.0,4.0,6.0,1,6.0,6.0,1.0,2,4.0,28
5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,2.0,2.0,1.0,3.0,1.0,5.0,2,5.0,6.0,2.0,1,5.0,26
2.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,1.0,3.0,,6.0,4.0,6.0,2.0,2.0,1.0,1.0,3.0,6.0,4,6.0,6.0,3.0,1,5.0,35
4.0,4.0,5.0,6.0,2.0,5.0,5.0,5.0,2.0,5.0,4.0,4.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,1.0,5.0,1,6.0,6.0,2.0,2,4.0,43
2.0,5.0,6.0,5.0,5.0,4.0,4.0,6.0,2.0,4.0,3.0,6.0,3.0,2.0,5.0,5.0,6.0,3.0,4.0,2.0,4.0,1,5.0,6.0,2.0,2,5.0,37
1.0,5.0,5.0,5.0,,1.0,6.0,6.0,4.0,5.0,4.0,6.0,1.0,5.0,4.0,4.0,6.0,6.0,6.0,5.0,5.0,6,6.0,6.0,5.0,1,5.0,23
1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,5.0,1.0,5.0,5.0,6.0,1.0,1.0,5.0,6.0,1.0,5.0,1,5.0,5.0,4.0,1,5.0,20
3.0,6.0,,6.0,4.0,6.0,5.0,6.0,1.0,6.0,4.0,3.0,4.0,,6.0,4.0,3.0,4.0,5.0,4.0,6.0,4,4.0,6.0,2.0,2,2.0,24
2.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,1.0,1.0,5.0,1.0,5.0,6.0,6.0,1.0,1.0,1.0,6.0,1.0,5.0,1,5.0,5.0,1.0,1,5.0,21
3.0,4.0,2.0,4.0,1.0,6.0,6.0,5.0,1.0,1.0,6.0,6.0,1.0,2.0,5.0,2.0,4.0,2.0,2.0,5.0,4.0,2,2.0,6.0,1.0,2,4.0,22
1.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,6.0,2.0,3.0,4.0,4.0,5.0,1.0,1.0,5.0,4.0,3.0,5.0,2,6.0,6.0,1.0,2,3.0,20
4.0,4.0,5.0,5.0,6.0,5.0,5.0,4.0,2.0,3.0,4.0,5.0,5.0,3.0,4.0,1.0,2.0,3.0,3.0,2.0,6.0,2,4.0,5.0,3.0,2,3.0,27
1.0,5.0,4.0,5.0,4.0,6.0,5.0,6.0,2.0,4.0,5.0,5.0,2.0,5.0,5.0,3.0,3.0,2.0,2.0,1.0,4.0,4,4.0,6.0,2.0,2,2.0,55
1.0,4.0,4.0,3.0,6.0,5.0,4.0,4.0,4.0,4.0,3.0,6.0,2.0,5.0,5.0,3.0,5.0,2.0,2.0,3.0,2.0,4,5.0,6.0,1.0,2,3.0,39
2.0,4.0,4.0,2.0,6.0,3.0,3.0,5.0,5.0,5.0,3.0,1.0,4.0,5.0,3.0,4.0,6.0,6.0,6.0,2.0,6.0,3,5.0,6.0,3.0,2,5.0,31
2.0,5.0,2.0,1.0,2.0,6.0,6.0,3.0,1.0,1.0,1.0,2.0,5.0,5.0,6.0,1.0,1.0,2.0,1.0,1.0,6.0,1,6.0,6.0,1.0,2,5.0,33
2.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,1.0,2.0,3.0,2.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,4.0,5.0,3,5.0,5.0,1.0,2,4.0,24
2.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,6.0,4,6.0,,3.0,2,4.0,22
2.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,2.0,5.0,4.0,4.0,3.0,3.0,5.0,4.0,3.0,2.0,3.0,2.0,5.0,2,4.0,5.0,2.0,1,3.0,50
3.0,6.0,5.0,6.0,5.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,5.0,6.0,5.0,1.0,1.0,2.0,1.0,4.0,5.0,1,5.0,5.0,5.0,1,4.0,22
1.0,6.0,6.0,6.0,6.0,5.0,4.0,4.0,3.0,4.0,1.0,1.0,6.0,6.0,4.0,1.0,1.0,1.0,1.0,3.0,6.0,4,6.0,6.0,6.0,2,3.0,52
2.0,4.0,4.0,5.0,3.0,4.0,4.0,2.0,5.0,5.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3,3.0,5.0,3.0,2,5.0,32
2.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,5.0,5.0,4.0,3.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,3.0,2,3.0,5.0,3.0,1,5.0,25
4.0,3.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,1.0,5.0,2.0,4,3.0,5.0,4.0,2,3.0,23
3.0,3.0,4.0,3.0,5.0,6.0,4.0,4.0,5.0,6.0,2.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,5.0,6.0,4.0,2,2.0,19
1.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,4.0,2.0,1.0,1.0,4.0,6.0,5.0,1.0,2.0,2.0,2.0,4.0,5.0,1,6.0,6.0,2.0,2,5.0,33
2.0,3.0,4.0,5.0,5.0,4.0,4.0,2.0,4.0,2.0,2.0,3.0,4.0,5.0,4.0,3.0,3.0,2.0,2.0,2.0,6.0,1,5.0,5.0,3.0,1,4.0,46
1.0,5.0,,5.0,5.0,6.0,5.0,5.0,2.0,4.0,4.0,3.0,2.0,2.0,5.0,4.0,5.0,5.0,5.0,2.0,3.0,2,5.0,6.0,1.0,2,5.0,51
1.0,6.0,2.0,5.0,2.0,5.0,4.0,1.0,4.0,6.0,5.0,6.0,1.0,2.0,1.0,4.0,5.0,5.0,6.0,2.0,2.0,4,5.0,6.0,2.0,2,4.0,37
1.0,2.0,3.0,4.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,3,5.0,6.0,4.0,2,3.0,19
2.0,4.0,6.0,5.0,1.0,,6.0,5.0,5.0,4.0,3.0,2.0,5.0,5.0,5.0,3.0,3.0,3.0,,4.0,6.0,3,6.0,4.0,2.0,1,2.0,20
5.0,4.0,1.0,4.0,3.0,6.0,3.0,4.0,5.0,5.0,1.0,2.0,2.0,5.0,5.0,1.0,3.0,1.0,1.0,3.0,6.0,1,6.0,6.0,3.0,2,4.0,44
2.0,6.0,6.0,4.0,5.0,6.0,6.0,6.0,2.0,1.0,1.0,2.0,4.0,5.0,5.0,2.0,3.0,4.0,1.0,2.0,5.0,2,5.0,6.0,1.0,2,3.0,31
5.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,2.0,1.0,2.0,1.0,6.0,6.0,6.0,1.0,2.0,3.0,3.0,2.0,6.0,2,6.0,5.0,3.0,2,3.0,22
6.0,2.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,5.0,4.0,4.0,6.0,5.0,4.0,1.0,2.0,1.0,2.0,4.0,6.0,4,4.0,4.0,4.0,1,3.0,20
2.0,6.0,6.0,6.0,6.0,4.0,3.0,,6.0,6.0,1.0,5.0,5.0,6.0,3.0,1.0,4.0,2.0,4.0,1.0,3.0,6,5.0,5.0,6.0,1,4.0,22
2.0,4.0,5.0,6.0,5.0,5.0,5.0,5.0,1.0,2.0,1.0,2.0,4.0,6.0,5.0,1.0,2.0,2.0,2.0,3.0,5.0,3,4.0,5.0,3.0,2,3.0,19
3.0,5.0,4.0,5.0,3.0,3.0,2.0,2.0,5.0,6.0,5.0,6.0,2.0,3.0,2.0,3.0,3.0,4.0,5.0,5.0,4.0,2,5.0,6.0,2.0,2,3.0,19
